title,link,score,score_cnt,top_no,director,writers,actors,types,edit_location,language,dates,play_location,length,rating_per,betters,had_seen,want_see,tags,short_review,review,ask,discussion
狩猎,https://movie.douban.com/subject/6985810/,9.1,170952人评价,93,['托马斯·温特伯格'],"['托马斯·温特伯格', '托比亚斯·林道赫姆']","['麦斯·米科尔森', '托玛斯·博·拉森', '安妮卡·韦德科普', '拉丝·弗格斯托姆', '苏西·沃德', '安妮·路易丝·哈辛', '拉斯·兰特', '亚历山德拉·拉帕波特']",['剧情'], 丹麦 / 瑞典, 丹麦语 / 英语 / 波兰语,"['2012', '2013']","['戛纳电影节', '丹麦']",115,"['60.8%', '32.6%', '5.9%', '0.5%', '0.3%']",['98% 剧情片'],213548,159472,"['人性', '丹麦', '剧情', '心理', '社会', '悬疑', '2012', '北欧']",50634,1606,92,176
致命ID,https://movie.douban.com/subject/1297192/,8.7,398143人评价,94,['詹姆斯·曼高德'],['Michael Cooney'],"['约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '阿尔弗雷德·莫里纳', '克里·杜瓦尔']","['剧情', '悬疑', '惊悚']", 美国, 英语,['2003'],['美国'],90,"['46.6%', '42.5%', '10.0%', '0.7%', '0.2%']","['98% 悬疑片', '98% 惊悚片']",498561,96160,"['悬疑', '惊悚', '心理', '美国', '犯罪', '剧情', '人性', '恐怖']",78176,941,42,188
断背山,https://movie.douban.com/subject/1418834/,8.7,395098人评价,95,['李安'],"['拉里·麦克穆特瑞', '黛安娜·奥撒纳', '安妮·普鲁']","['希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '安妮·海瑟薇', '凯特·玛拉', '兰迪·奎德', '琳达·卡德里尼', '安娜·法瑞丝', '格拉汉姆·贝克尔', '斯科特·迈克尔·坎贝尔', '大卫·哈伯', '罗伯塔·马克斯韦尔', '皮特·麦克罗比', '夏恩·希尔', '布鲁克琳·普劳克斯', '杰克·丘奇']","['剧情', '爱情', '同性', '家庭']", 美国 / 加拿大, 英语,"['2005', '2006', '2006']","['威尼斯电影节', '加拿大', '美国']",134,"['49.4%', '37.5%', '12.1%', '0.8%', '0.2%']","['98% 同性片', '97% 爱情片']",531840,100428,"['同性', '爱情', '美国', '经典', '感人', '剧情', '人生', '2005']",74776,2137,39,234
加勒比海盗,https://movie.douban.com/subject/1298070/,8.7,441667人评价,96,['戈尔·维宾斯基'],"['泰德·艾略特', '特里·鲁西奥', '斯图尔特·贝亚蒂耶', '杰·沃尔伯特']","['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特', '乔纳森·普雷斯']","['动作', '奇幻', '冒险']", 美国, 英语,"['2003', '2003']","['中国大陆', '美国']",143,"['45.5%', '42.5%', '11.3%', '0.6%', '0.1%']","['96% 奇幻片', '98% 动作片']",623487,27086,"['加勒比海盗', '美国', '魔幻', '海盗', '奇幻', '动作', '冒险', '约翰尼·德普']",46032,328,20,68
阿凡达,https://movie.douban.com/subject/1652587/,8.6,660611人评价,97,['詹姆斯·卡梅隆'],['詹姆斯·卡梅隆'],"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗', '米歇尔·罗德里格兹', '吉奥瓦尼·瑞比西', '乔·大卫·摩尔 ', '希·庞德', '韦斯·斯塔迪', '拉兹·阿隆索', '迪利普·劳', '马特·杰拉德', '肖恩·安东尼·莫兰']","['动作', '科幻', '战争', '冒险']", 美国 / 英国, 英语 / 西班牙语,"['2010', '2009']","['中国大陆', '美国']",162,"['48.2%', '37.0%', '13.3%', '1.1%', '0.4%']","['97% 科幻片', '91% 战争片']",929096,55132,"['科幻', '3D', '美国', '震撼', 'IMAX', '史诗', '战争', '动作']",118997,4198,14,1738
摩登时代,https://movie.douban.com/subject/1294371/,9.2,120563人评价,98,['查理·卓别林'],['查理·卓别林'],"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', 'Tiny Sandford', '切斯特·康克林']","['剧情', '喜剧', '爱情']", 美国, 英语,['1936'],['美国'],87,"['66.4%', '28.7%', '4.6%', '0.2%', '0.1%']","['99% 喜剧片', '98% 剧情片']",189450,69868,"['卓别林', '喜剧', '经典', '默片', '美国', '黑白', '美国电影', 'CharlesChaplin']",15484,262,5,22
大鱼,https://movie.douban.com/subject/1291545/,8.8,307497人评价,99,['蒂姆·波顿'],"['Daniel Wallace', '约翰·奥古斯特']","['伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普', '杰西卡·兰格', '海伦娜·伯翰·卡特', '艾莉森·洛曼', '罗伯特·吉尔劳姆', '玛丽昂·歌迪亚', '马修·麦克格罗里', '大卫·丹曼', '米西·派勒', '卢顿·万恩怀特三世', '艾达·泰', '艾伦妮·泰', '史蒂夫·布西密', '丹尼·德维托', '迪普·罗伊', '海利·安妮·内尔森']","['剧情', '家庭', '奇幻', '冒险']", 美国, 英语 / 法语 / 俄语 / 粤语 / 汉语普通话,"['2003', '2004']","['纽约首映', '美国']",125,"['50.5%', '37.8%', '10.6%', '0.9%', '0.2%']","['97% 奇幻片', '96% 剧情片']",394824,134510,"['亲情', '奇幻', '美国', 'TimBurton', '童话', '魔幻', '剧情', '美国电影']",61615,1685,26,223
告白,https://movie.douban.com/subject/4268598/,8.7,416436人评价,100,['中岛哲也'],"['中岛哲也', '凑佳苗']","['松隆子', '冈田将生', '木村佳乃', '西井幸人', '桥本爱', '芦田爱菜', '三吉彩花', '藤原薰', '井之胁海', '清水尚弥', '高桥努', '一井直树', '能年玲奈', '新井浩文', '野本萤']","['剧情', '惊悚']", 日本, 日语,['2010'],['日本'],106,"['49.7%', '37.7%', '10.7%', '1.3%', '0.6%']","['95% 剧情片', '98% 惊悚片']",527684,106618,"['日本', '悬疑', '人性', '犯罪', '剧情', '惊悚', '心理', '2010']",114801,2746,45,166
一一,https://movie.douban.com/subject/1292434/,9.0,187867人评价,101,['杨德昌'],['杨德昌'],"['吴念真', '李凯莉', '金燕玲', '张洋洋', '萧淑慎', '尾形一成', '陈希圣', '林孟瑾', '陈以文', '柯宇纶', '张育邦', '柯素云', '唐如韫', '徐淑媛', '曾心怡', '陶传正']","['剧情', '爱情', '家庭']", 台湾 / 日本, 汉语普通话 / 闽南语 / 英语 / 日语,"['2000', '2000', '2017']","['戛纳电影节', '日本', '台湾']",173,"['60.2%', '29.4%', '9.0%', '1.1%', '0.4%']","['98% 剧情片', '98% 爱情片']",247256,166538,"['杨德昌', '台湾', '台湾电影', '文艺', '生活', '一一', '人生', '楊德昌']",50655,2535,60,279
射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,8.7,336023人评价,102,['刘镇伟'],['刘镇伟'],"['梁朝伟', '林青霞', '张国荣', '叶玉卿', '张学友', '王祖贤', '张曼玉', '梁家辉', '刘嘉玲', '钟镇涛', '鲍起静']","['喜剧', '古装']", 香港, 粤语,['1993'],['香港'],113,"['52.7%', '32.7%', '12.3%', '1.7%', '0.6%']","['97% 喜剧片', '99% 古装片']",468363,35492,"['喜剧', '香港', '搞笑', '经典', '张国荣', '梁朝伟', '刘镇伟', '1993']",53586,312,10,128
甜蜜蜜,https://movie.douban.com/subject/1305164/,8.8,275291人评价,103,['陈可辛'],['岸西'],"['黎明', '张曼玉', '杨恭如', '曾志伟', '杜可风', '张同祖', '诸慧荷', '丁羽']","['剧情', '爱情']", 香港, 粤语 / 汉语普通话 / 英语,"['2015', '1996']","['中国大陆', '香港']",118,"['50.0%', '39.8%', '9.6%', '0.5%', '0.1%']","['98% 爱情片', '96% 剧情片']",370830,93261,"['爱情', '香港', '经典', '文艺', '怀旧', '浪漫', '缘分', '1996']",56976,1738,48,184
阳光姐妹淘,https://movie.douban.com/subject/4917726/,8.8,331136人评价,104,['姜炯哲'],['姜炯哲'],"['沈恩京', '闵孝琳', '姜素拉', '南宝拉', '陈熙京', '金时厚', '柳好贞', '朴真珠', '金宝美', '千禹熙', '李璟荣']","['剧情', '喜剧']", 韩国, 韩语,['2011'],['韩国'],124,"['51.1%', '37.5%', '10.3%', '0.9%', '0.3%']","['98% 喜剧片', '96% 剧情片']",469478,94422,"['友情', '青春', '韩国', '成长', '温情', '感人', '喜剧', '感动']",83994,1637,25,161
消失的爱人,https://movie.douban.com/subject/21318488/,8.7,450665人评价,105,['大卫·芬奇'],['吉莉安·弗琳'],"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '凯莉·库恩', '泰勒·派瑞', '金·迪肯斯', '米西·派勒', '波伊德·霍布鲁克', '艾米丽·拉塔科斯基', '雪拉·渥德', '派屈克·福吉特', '斯科特·麦克纳里', '凯西·威尔逊', '李·诺里斯']","['剧情', '悬疑', '惊悚', '犯罪']", 美国, 英语,"['2014', '2014']","['纽约电影节', '美国']",149,"['47.3%', '42.7%', '9.2%', '0.6%', '0.2%']","['98% 悬疑片', '98% 犯罪片']",540353,132944,"['悬疑', '美国', '人性', '犯罪', '剧情', '心理', '惊悚', '爱情']",124410,2018,282,137
爱在黎明破晓前,https://movie.douban.com/subject/1296339/,8.8,277094人评价,106,['理查德·林克莱特'],"['理查德·林克莱特', '金·克里桑']","['伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔', 'Karl Bruckschwaiger']","['剧情', '爱情']", 美国 / 奥地利 / 瑞士, 英语 / 德语 / 法语,['1995'],['美国'],101,"['51.9%', '35.5%', '11.1%', '1.2%', '0.3%']","['98% 爱情片', '96% 剧情片']",352219,154639,"['爱情', '文艺', '浪漫', '美国', '旅行', '经典', '1995', '奥地利']",68803,1947,24,185
喜剧之王,https://movie.douban.com/subject/1302425/,8.6,411560人评价,107,"['周星驰', '李力持']","['曾瑾昌', '周星驰', '李敏', '郑文辉', '冯勉恒', '梁嘉杰']","['周星驰', '张柏芝', '莫文蔚', '吴孟达', '林子善', '田启文', '李兆基', '成龙', '李思捷', '郑文辉']","['剧情', '喜剧', '爱情']", 香港, 粤语,['1999'],['香港'],85,"['45.2%', '41.2%', '12.6%', '0.8%', '0.1%']","['96% 喜剧片', '96% 爱情片']",592092,41333,"['周星驰', '喜剧', '香港', '张柏芝', '香港电影', '爱情', '喜剧之王', '搞笑']",58406,1056,22,146
上帝之城,https://movie.douban.com/subject/1292208/,8.9,182253人评价,108,"['卡迪亚·兰德', '费尔南多·梅里尔斯']","['布罗里欧·曼托伐尼', '保罗·林斯']","['亚历桑德雷·罗德里格斯', '莱安德鲁·菲尔米诺', '菲利佩·哈根森', '道格拉斯·席尔瓦', '乔纳森·哈根森', '马修斯·纳克加勒', '索·豪黑', '艾莉丝·布拉加']","['剧情', '犯罪']", 巴西 / 法国, 葡萄牙语,"['2002', '2002']","['戛纳电影节', '巴西']",130,"['55.3%', '36.0%', '8.0%', '0.6%', '0.2%']","['98% 犯罪片', '97% 剧情片']",237634,99620,"['巴西', '暴力', '犯罪', '黑帮', '青春', '南美', '人性', '剧情']",32241,600,20,124
小森林 夏秋篇,https://movie.douban.com/subject/25814705/,8.9,183150人评价,109,['森淳一'],"['森淳一', '五十岚大介']","['桥本爱', '三浦贵大', '松冈茉优', '温水洋一', '桐岛加恋']",['剧情'], 日本, 日语,['2014'],['日本'],111,"['56.9%', '34.5%', '7.8%', '0.6%', '0.2%']",['97% 剧情片'],236796,91017,"['日本', '美食', '自然', '文艺', '温情', '小清新', '治愈', '桥本爱']",48799,837,71,48
侧耳倾听,https://movie.douban.com/subject/1297052/,8.8,216117人评价,110,['近藤喜文'],"['宫崎骏', '柊葵']","['本名阳子', '小林桂树', '高山南', '高桥一生', '山下容莉枝', '室井滋', '露口茂', '饭冢雅弓']","['剧情', '爱情', '动画']", 日本, 日语 / 英语,['1995'],['日本'],111,"['52.3%', '37.1%', '9.9%', '0.5%', '0.1%']","['94% 动画片', '98% 爱情片']",279924,69454,"['宫崎骏', '动画', '日本', '侧耳倾听', '爱情', '吉卜力', '日本动画', '青春']",45178,1164,5,120
风之谷,https://movie.douban.com/subject/1291585/,8.8,215490人评价,111,['宫崎骏'],['宫崎骏'],"['岛本须美', '松田洋治', '榊原良子', '辻村真人', '京田尚子', '纳谷悟郎', '永井一郎', '宫内幸平', '八奈见乘儿', '矢田稔', '富永美伊奈', '家弓家正', '吉田理保子', '菅谷政子', '坂本千夏', '鳕子', '麦人', '大塚芳忠']","['动画', '奇幻', '冒险']", 日本, 日语,"['1992', '1984']","['中国大陆', '日本']",117,"['52.2%', '37.3%', '9.8%', '0.5%', '0.1%']","['94% 动画片', '97% 奇幻片']",292464,56750,"['宫崎骏', '动画', '日本', '风之谷', '日本动画', '动漫', '宮崎駿', '电影']",26792,391,11,61
恐怖直播,https://movie.douban.com/subject/21360417/,8.7,294283人评价,112,['金秉祐'],['金秉祐'],"['河正宇', '李璟荣', '全慧珍', '李大为']","['剧情', '悬疑', '犯罪']", 韩国, 韩语,['2013'],['韩国'],97,"['48.8%', '40.5%', '9.8%', '0.7%', '0.2%']","['98% 犯罪片', '97% 悬疑片']",385050,81320,"['韩国', '犯罪', '人性', '悬疑', '河正宇', '韩国电影', '剧情', '政治']",70400,913,84,91
倩女幽魂,https://movie.douban.com/subject/1297447/,8.7,333947人评价,113,['程小东'],['阮继志'],"['张国荣', '王祖贤', '午马', '刘兆铭', '林威', '薛芷伦', '胡大为', '王晶']","['剧情', '爱情', '武侠', '古装']", 香港, 粤语,"['2011', '1987']","['中国大陆', '香港']",98,"['45.0%', '43.3%', '11.1%', '0.5%', '0.1%']","['97% 爱情片', '99% 古装片']",568374,38961,"['香港', '爱情', '经典', '古装', '魔幻', '1987', '中国', '奇幻']",45990,493,5,66
红辣椒,https://movie.douban.com/subject/1865703/,8.9,174422人评价,114,['今敏'],"['水上清资', '今敏', '筒井康隆']","['林原惠美', '古谷彻', '江守彻', '山寺宏一', '堀胜之祐', '大塚明夫', '岩田光央', '田中秀幸']","['科幻', '动画', '悬疑', '惊悚']", 日本, 日语,"['2006', '2006']","['威尼斯电影节', '日本']",90,"['56.5%', '34.2%', '8.4%', '0.7%', '0.2%']","['95% 动画片', '98% 科幻片']",212730,93670,"['今敏', '动画', '日本', '科幻', '日本动画', '悬疑', '动漫', '2006']",42522,498,28,110
超脱,https://movie.douban.com/subject/5322596/,8.8,220571人评价,115,['托尼·凯耶'],['卡尔·隆德'],"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯', '刘玉玲', '布莱思·丹纳', '蒂姆·布雷克·尼尔森', '威廉·彼德森', '布莱恩·科兰斯顿', '萨米·盖尔', 'Louis Zorich', '小伊塞亚·维特洛克']",['剧情'], 美国, 英语,['2011'],['翠贝卡电影节'],97,"['52.7%', '36.3%', '9.8%', '1.0%', '0.3%']",['96% 剧情片'],279382,173629,"['人性', '美国', '心理', '教育', '成长', '剧情', '人生', '文艺']",61920,1720,46,165
爱在日落黄昏时,https://movie.douban.com/subject/1291990/,8.8,244000人评价,116,['理查德·林克莱特'],"['理查德·林克莱特', '朱莉·德尔佩', '伊桑·霍克', '金·克里桑']","['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫']","['剧情', '爱情']", 美国, 英语 / 法语,"['2004', '2004']","['柏林电影节', '美国']",80,"['52.5%', '35.1%', '10.9%', '1.2%', '0.3%']","['98% 爱情片', '96% 剧情片']",316531,161900,"['爱情', '文艺', '美国', '浪漫', '经典', '人生', '旅行', '2004']",56619,1803,19,161
菊次郎的夏天,https://movie.douban.com/subject/1293359/,8.8,236373人评价,117,['北野武'],['北野武'],"['北野武', '关口雄介', '岸本加世子', 'グレート義太夫', '井手博士', '磨赤儿', '大家由祐子', '细川典江', '今村鼠', '田中要次']","['剧情', '喜剧']", 日本, 日语,"['1999', '1999']","['戛纳电影节', '日本']",121,"['50.6%', '38.1%', '10.2%', '0.9%', '0.2%']","['96% 剧情片', '98% 喜剧片']",335038,161174,"['北野武', '日本', '温情', '菊次郎的夏天', '成长', '日本电影', '童年', '剧情']",55929,1403,14,138
驯龙高手,https://movie.douban.com/subject/2353023/,8.7,357819人评价,118,"['迪恩·德布洛斯', '克里斯·桑德斯']","['威廉姆·戴维斯', '迪恩·德布洛斯', '克里斯·桑德斯', '葛蕾熙达·柯维尔']","['杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉', '乔纳·希尔', '克里斯托夫·梅兹-普莱瑟', 'T·J·米勒', '克里斯汀·韦格', '罗宾·阿特金·唐斯', '菲利普·麦格雷德', '基隆·埃利奥特', '阿什利·詹森', '大卫·田纳特']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,"['2010', '2010', '2010']","['中国大陆', '俄罗斯', '美国']",98,"['46.0%', '42.3%', '11.1%', '0.5%', '0.1%']","['92% 动画片', '96% 奇幻片']",450856,59028,"['动画', '梦工厂', '美国', '奇幻', '3D', '童话', '喜剧', '2010']",62484,777,8,167
幸福终点站,https://movie.douban.com/subject/1292274/,8.7,272086人评价,119,['史蒂文·斯皮尔伯格'],"['安德鲁·尼科尔', '萨沙·杰瓦西 ', '杰夫·内桑森']","['汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德', '迭戈·卢纳', '巴里·沙巴卡·亨利', '库玛·帕拉纳', '佐伊·索尔达娜', '埃迪·琼斯', '祖德·塞克利拉', '科瑞·雷诺兹', '古列雷莫·迪亚兹', '里尼·贝尔', '瓦列里·尼古拉耶夫', '迈克尔·诺里']","['剧情', '喜剧', '爱情']", 美国, 英语 / 俄语 / 法语 / 保加利亚语,"['2005', '2004']","['中国大陆', '美国']",128,"['46.8%', '41.9%', '10.5%', '0.6%', '0.1%']","['97% 爱情片', '97% 喜剧片']",362517,82188,"['汤姆·汉克斯', '美国', '爱情', '斯皮尔伯格', '喜剧', '剧情', '美国电影', 'TomHanks']",44114,960,24,126
请以你的名字呼唤我,https://movie.douban.com/subject/26799731/,8.8,252185人评价,120,['卢卡·瓜达尼诺'],"['詹姆斯·伊沃里', '安德列·艾席蒙']","['蒂莫西·柴勒梅德', '艾米·汉莫', '迈克尔·斯图巴', '阿蜜拉·卡萨', '艾斯特·加瑞尔', '维克托瓦尔·杜·波依斯', '旺妲·卡布里奥罗', '安东尼奥·里莫尔迪', '埃琳娜·布奇', '马可·斯格罗索', '安德列·艾席蒙', '彼得·斯皮尔斯']","['剧情', '爱情', '同性']", 意大利 / 法国 / 巴西 / 美国, 意大利语 / 法语 / 德语 / 英语,"['2017', '2017']","['圣丹斯电影节', '美国']",132,"['54.7%', '33.6%', '10.0%', '1.2%', '0.5%']","['98% 同性片', '98% 爱情片']",290365,173993,"['爱情', '同性', '意大利', '青春', '同志', '文艺', 'LGBT', '2017']",92653,3308,63,933
借东西的小人阿莉埃蒂,https://movie.douban.com/subject/4202302/,8.7,266441人评价,121,['米林宏昌'],"['宫崎骏', '丹羽圭子', '玛丽·诺顿']","['志田未来', '神木隆之介', '树木希林', '三浦友和', '大竹忍', '竹下景子', '藤原龙也']","['动画', '奇幻', '冒险']", 日本, 日语,['2010'],['日本'],94,"['47.7%', '41.1%', '10.7%', '0.5%', '0.1%']","['91% 动画片', '96% 奇幻片']",341010,61627,"['动画', '日本', '温情', '吉卜力', '童话', '感人', '奇幻', '2010']",56302,1023,17,104
神偷奶爸,https://movie.douban.com/subject/3287562/,8.5,483618人评价,122,"['皮埃尔·柯芬', '克里斯·雷纳德']","['肯·道里欧', '塞尔希奥·巴勃罗斯', '辛科·保罗']","['史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯', '威尔·阿奈特', '克里斯汀·韦格', '米兰达·卡斯格拉夫', '达纳·盖尔', '艾尔西·费舍尔', '皮埃尔·柯芬', '克里斯·雷纳德', '杰梅奈·克莱门特', '杰克·麦克布瑞尔', '丹尼·麦克布莱德', '敏迪·卡灵', '罗布·许贝尔', '肯·道里欧', '郑肯']","['喜剧', '动画', '冒险']", 美国 / 法国, 英语,"['2010', '2010']","['莫斯科电影节', '美国']",95,"['40.9%', '45.5%', '12.8%', '0.7%', '0.1%']","['86% 动画片', '96% 喜剧片']",626117,55803,"['动画', '美国', '喜剧', '卑鄙的我', '动画片', '搞笑', '2010', '美国电影']",80967,522,10,71
