title,link,score,score_cnt,top_no,director,writers,actors,types,edit_location,language,dates,play_location,length,rating_per,betters,had_seen,want_see,tags,short_review,review,ask,discussion
可可西里,https://movie.douban.com/subject/1308857/,8.7,153282人评价,187,['陆川'],['陆川'],"['多布杰', '张正阳', '奇道', '赵雪莹', '马占林', '赵一穗']","['剧情', '犯罪']", 中国大陆 / 香港, 汉语普通话 / 藏语,"['2004', '2005']","['中国大陆', '香港']",85,"['47.6%', '41.0%', '10.3%', '0.7%', '0.2%']","['94% 剧情片', '97% 犯罪片']",315974,78980,"['纪实', '藏羚羊', '西藏', '剧情', '人性', '犯罪', '中国大陆', '2004']",23297,625,10,78
忠犬八公物语,https://movie.douban.com/subject/1959195/,9.1,78882人评价,188,['神山征二郎'],['新藤兼人'],"['山本圭', '井川比佐志', '片桐入', '仲代达矢', '春川真澄', '八千草薰', '石野真子', '殿山泰司', '加藤嘉', '石仓三郎', '泉谷茂', '柳叶敏郎']",['剧情'], 日本, 日语,['1987'],['日本'],107,"['61.8%', '30.3%', '7.2%', '0.5%', '0.2%']",['98% 剧情片'],173381,58940,"['日本', '感人', '狗狗', '温情', '日本电影', '动物', '狗', '八千公物语']",11933,270,3,30
魔女宅急便,https://movie.douban.com/subject/1307811/,8.5,238829人评价,189,['宫崎骏'],"['宫崎骏', '角野荣子']","['高山南', '佐久间玲', '户田惠子', '山口胜平', '信泽三惠子', '加藤治子', '关弘子', '三浦浩一', '山寺宏一', '井上喜久子', '渊崎由里子', '土井美加', '土师孝也', '浅井淑子', '齐藤昌', '西村知道', '小林优子', '池水通洋', '辻亲八', '大塚明夫', '坂本千夏', '田口昂', '键本景子', '津贺有子', '龟井芳子', '丸山裕子']","['动画', '奇幻', '冒险']", 日本, 日语,['1989'],['日本'],103,"['40.4%', '46.0%', '13.0%', '0.5%', '0.1%']","['86% 动画片', '94% 奇幻片']",329305,46438,"['宫崎骏', '动画', '日本', '魔女宅急便', '日本动画', '动漫', '宫崎峻', '宮崎駿']",29725,472,7,67
完美陌生人,https://movie.douban.com/subject/26614893/,8.6,269475人评价,190,['保罗·格诺维塞'],"['保罗·格诺维塞', '菲利波·博洛尼亚', '保罗·克斯泰拉', '宝拉·马米妮', '罗兰多·拉维洛']","['马可·贾利尼', '卡夏·斯穆特尼亚克', '爱德华多·莱奥', '阿尔巴·罗尔瓦赫尔', '瓦莱里奥·马斯坦德雷亚', '安娜·福列塔', '朱塞佩·巴蒂斯通']","['剧情', '喜剧']", 意大利, 意大利语,"['2018', '2016']","['中国大陆', '意大利']",97,"['41.3%', '46.3%', '11.4%', '0.8%', '0.2%']","['92% 剧情片', '96% 喜剧片']",332246,112735,"['人性', '意大利', '婚姻', '心理', '剧情', '家庭', '爱情', '2016']",88028,2264,106,253
哪吒闹海,https://movie.douban.com/subject/1307315/,8.9,102396人评价,191,"['严定宪', '王树忱', '徐景达']",['王树忱'],"['梁正晖', '邱岳峰', '毕克', '富润生', '尚华', '于鼎']","['动画', '奇幻', '冒险']", 中国大陆, 汉语普通话,['1979'],['中国大陆'],65,"['56.7%', '33.0%', '9.6%', '0.6%', '0.1%']","['95% 动画片', '98% 冒险片']",155341,26218,"['国产动画', '动画', '童年', '经典', '中国', '哪吒闹海', '中国动画', '大陆']",9816,104,2,34
战争之王,https://movie.douban.com/subject/1419936/,8.6,201266人评价,192,['安德鲁·尼科尔'],['安德鲁·尼科尔'],"['尼古拉斯·凯奇', '布丽姬·穆娜', '杰瑞德·莱托', '伊安·霍姆', '伊桑·霍克', '叶夫盖尼·拉扎列夫', '伊默恩·沃克', '塔尼特·菲尼克斯']","['剧情', '犯罪']", 美国 / 法国, 英语 / 法语 / 德语 / 俄语 / 西班牙语 / 乌克兰语 / 阿拉伯语 / 土耳其语 / 汉语普通话,['2005'],['美国'],122,"['42.6%', '44.5%', '12.1%', '0.7%', '0.1%']","['92% 剧情片', '96% 犯罪片']",278409,60969,"['尼古拉斯·凯奇', '战争', '美国', '剧情', '战争之王', '美国电影', 'NicolasCage', '犯罪']",27060,552,9,124
一次别离,https://movie.douban.com/subject/5964718/,8.7,153534人评价,193,['阿斯哈·法哈蒂'],['阿斯哈·法哈蒂'],"['佩曼·莫阿迪', '蕾拉·哈塔米', '萨瑞·巴亚特', '沙哈布·侯赛尼', '萨日娜·法哈蒂', '梅里拉·扎雷伊', '阿里-阿萨哈·萨哈巴齐', '巴巴克·卡里米', '吉米娅·侯赛伊妮', '希尔·亚齐丹巴克什', '萨哈巴努·佐哈多']","['剧情', '家庭']", 伊朗 / 法国, 波斯语,"['2012', '2011', '2011']","['中国大陆', '柏林电影节', '伊朗']",123,"['48.1%', '40.9%', '10.0%', '0.8%', '0.2%']","['95% 家庭片', '94% 剧情片']",202836,128040,"['伊朗', '宗教', '家庭', '人性', '剧情', '文化', '中东', '2011']",42508,1166,37,158
谍影重重,https://movie.douban.com/subject/1304102/,8.5,229756人评价,194,['道格·里曼'],"['托尼·吉尔罗伊', '罗伯特·鲁德鲁姆', 'W. Blake Herron']","['马特·达蒙', '弗朗卡·波滕特', '克里斯·库珀', '克里夫·欧文', '朱丽娅·斯蒂尔斯', '布莱恩·考克斯', '阿德沃尔·阿吉纽依-艾格拜吉', '加布里埃尔·曼', '沃尔顿·戈金斯', '约什·汉密尔顿', 'Orso Maria Guerrini']","['动作', '悬疑', '惊悚']", 美国 / 德国 / 捷克, 英语 / 法语 / 德语 / 荷兰语 / 意大利语,"['2002', '2002']","['中国大陆', '美国']",119,"['41.5%', '44.1%', '13.5%', '0.7%', '0.1%']","['97% 动作片', '96% 悬疑片']",307745,32679,"['动作', '间谍', '美国', 'MattDamon', '悬疑', '经典', '美国电影', '特工']",28857,275,31,73
谍影重重2,https://movie.douban.com/subject/1308767/,8.6,191580人评价,195,['保罗·格林格拉斯'],"['罗伯特·鲁德鲁姆', '托尼·吉尔罗伊']","['马特·达蒙', '弗朗卡·波滕特', '布莱恩·考克斯', '朱丽娅·斯蒂尔斯', '卡尔·厄本', '琼·艾伦', '加布里埃尔·曼', '马尔顿·索克斯', '约翰·贝德福德·劳埃德', '伊桑·桑德勒', '米歇尔·莫纳汉', '卡瑞尔·罗登', '托马斯·阿拉纳', '奥莎娜·阿金什那', '汤姆·加洛普']","['动作', '悬疑', '惊悚']", 美国 / 德国, 英语 / 俄语 / 德语 / 意大利语,"['2004', '2004', '2004']","['中国大陆', '洛杉矶首映', '美国']",108,"['42.6%', '44.9%', '11.8%', '0.5%', '0.1%']","['98% 动作片', '96% 悬疑片']",273224,26749,"['动作', '间谍', '美国', 'MattDamon', '特工', '悬疑', '经典', '美国电影']",19346,150,14,71
牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,8.8,129518人评价,196,['杨德昌'],"['杨德昌', '赖铭堂', '杨顺清', '鸿鸿']","['张震', '杨静怡', '张国柱', '王启赞', '林鸿铭', '金燕玲', '王琄', '张翰', '姜秀琼', '赖梵耘', '柯宇纶', '谭志刚', '冯国强', '陈湘琪', '金士杰']","['剧情', '犯罪']", 台湾, 汉语普通话 / 闽南语 / 上海话 / 粤语,['1991'],['台湾'],237,"['53.3%', '34.3%', '10.7%', '1.3%', '0.4%']","['98% 犯罪片', '96% 剧情片']",171723,146241,"['杨德昌', '台湾', '青春', '牯岭街少年杀人事件', '张震', '台湾电影', '少年', '犯罪']",30511,1108,70,200
地球上的星星,https://movie.douban.com/subject/2363506/,8.9,103210人评价,197,['阿米尔·汗'],['阿莫尔·古普特'],"['达席尔·萨法瑞', '阿米尔·汗', '塔奈·切赫达', '萨谢·英吉尼尔', '蒂丝卡·乔普拉', '维品·沙尔马', '拉利塔·拉伊米', '吉里贾·奥克', '拉维·汗维尔卡尔', '普拉蒂玛·库尔卡尼', '梅娜·马里克', '索纳利·萨查德夫', '桑贾伊·达迪克', '拉加·戈帕尔·耶尔', '布格斯·巴尔加瓦', '尚卡尔·萨查德夫', 'M·K·拉伊纳']","['剧情', '家庭', '儿童']", 印度, 印地语 / 英语,['2007'],['印度'],165,"['54.2%', '35.8%', '9.1%', '0.7%', '0.2%']","['96% 儿童片', '97% 剧情片']",128599,69867,"['印度', '成长', '儿童', '励志', '印度电影', '地球上的星星', '童年', '教育']",26504,918,7,50
追随,https://movie.douban.com/subject/1397546/,8.9,96425人评价,198,['克里斯托弗·诺兰'],['克里斯托弗·诺兰'],"['杰里米·西奥伯德', '亚历克斯·霍', '露西·拉塞尔', '约翰·诺兰', '迪克·布拉德塞尔', '吉莉安·艾尔-卡迪', '詹妮弗·安杰尔', '尼古拉斯·卡洛蒂', '达伦·奥曼迪', '盖·格林威', '塔索斯·史蒂文斯', '特里斯坦·马丁', '瑞贝卡·詹姆斯', '保罗·梅森', '大卫·博维尔']","['悬疑', '惊悚', '犯罪']", 英国, 英语,"['1998', '1999']","['多伦多电影节', '英国']",69,"['55.4%', '36.8%', '7.2%', '0.5%', '0.2%']","['98% 悬疑片', '98% 犯罪片']",116422,127637,"['悬疑', '英国', '犯罪', '剧情', '黑白', '经典', '惊悚', '美国']",24935,257,21,80
撞车,https://movie.douban.com/subject/1388216/,8.6,199936人评价,199,['保罗·哈吉斯'],"['保罗·哈吉斯', '罗伯特·莫里斯克']","['桑德拉·布洛克', '唐·钱德尔', '马特·狄龙', '布兰登·费舍', '泰伦斯·霍华德', '坦迪·牛顿', '卢达克里斯', '迈克尔·佩纳', '珍妮弗·艾斯波西多', '瑞恩·菲利普']","['剧情', '犯罪']", 美国 / 德国, 英语 / 波斯语 / 西班牙语 / 汉语普通话 / 韩语,"['2004', '2005']","['多伦多电影节', '美国']",112,"['43.6%', '42.8%', '12.4%', '0.9%', '0.3%']","['92% 剧情片', '96% 犯罪片']",267554,99131,"['种族', '美国', '人性', '剧情', '奥斯卡', '美国电影', '伦理', 'Crash']",35173,1028,26,152
黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,8.6,190899人评价,200,"['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '莫妮卡·贝鲁奇', '凯特·宾汉', '雨果·维文', '贾达·萍克·史密斯', '邹兆龙', '朗贝尔·维尔森']","['动作', '科幻']", 美国 / 澳大利亚, 英语 / 法语,['2003'],['美国/中国大陆'],129,"['46.5%', '38.3%', '13.7%', '1.2%', '0.3%']","['96% 科幻片', '98% 动作片']",261790,22143,"['科幻', '美国', '动作', '黑客帝国', '经典', '哲学', 'KeanuReeves', '美国电影']",17159,274,20,46
惊魂记,https://movie.douban.com/subject/1293181/,8.9,103219人评价,201,['阿尔弗雷德·希区柯克'],"['约瑟夫·斯蒂凡诺', '罗伯特·布洛克']","['珍妮特·利', '安东尼·博金斯', '维拉·迈尔斯', '马丁·鲍尔萨姆', '约翰·加文']","['悬疑', '惊悚', '恐怖']", 美国, 英语,"['1960', '1960']","['纽约首映', '美国']",109,"['53.4%', '38.3%', '7.7%', '0.5%', '0.2%']","['98% 悬疑片', '99% 惊悚片']",134645,70300,"['希区柯克', '悬疑', '惊悚', '美国', '经典', '1960', 'AlfredHitchcock', '美国电影']",23088,284,24,85
青蛇,https://movie.douban.com/subject/1303394/,8.5,267603人评价,202,['徐克'],"['李碧华', '徐克']","['张曼玉', '王祖贤', '赵文卓', '吴兴国', '马精武', '田丰', '刘洵']","['剧情', '奇幻', '古装']", 香港, 粤语,['1993'],['香港'],99,"['40.3%', '43.8%', '14.7%', '1.0%', '0.2%']","['94% 奇幻片', '98% 古装片']",386541,40421,"['香港', '爱情', '经典', '古装', '奇幻', '魔幻', '人性', '中国']",42732,1105,17,116
海街日记,https://movie.douban.com/subject/25895901/,8.7,174519人评价,203,['是枝裕和'],"['是枝裕和', '吉田秋生']","['绫濑遥', '长泽雅美', '夏帆', '广濑铃', '大竹忍', '堤真一', '加濑亮', '风吹淳', '中川雅也', '前田旺志郎 ', '铃木亮平', '坂口健太郎', '树木希林']","['剧情', '家庭']", 日本, 日语,"['2015', '2015']","['戛纳电影节', '日本']",127,"['45.9%', '43.4%', '10.0%', '0.6%', '0.1%']","['95% 家庭片', '94% 剧情片']",213109,87325,"['日本', '温情', '家庭', '亲情', '文艺', '剧情', '成长', '治愈']",54627,902,50,55
梦之安魂曲,https://movie.douban.com/subject/1292270/,8.7,130459人评价,204,['达伦·阿伦诺夫斯基'],"['小胡伯特·塞尔比', '达伦·阿伦诺夫斯基']","['艾伦·伯斯汀', '杰瑞德·莱托', '詹妮弗·康纳利', '马龙·韦恩斯', '克里斯托弗·麦克唐纳', '露易丝·拉塞尔', '玛西娅·让·库尔茨', '珍妮特·萨诺', '苏珊妮·谢泼德', '夏洛特·阿罗诺夫斯基', '马克·马戈利斯', '迈克尔·卡切克', '杰克·奥康耐', '斯科特·富兰克林', '亚伯拉罕·阿罗诺夫斯基', '欧嘉·梅雷迪斯', '本·申克曼', '凯斯·大卫', '迪伦·贝克', '肖恩·奥哈根', '比尔·布尔', '吉米·雷·威克斯', '斯坦利·B·赫尔曼']",['剧情'], 美国, 英语,"['2000', '2000']","['戛纳电影节', '美国']",102,"['51.7%', '35.9%', '10.6%', '1.3%', '0.5%']",['94% 剧情片'],167485,114669,"['黑色', '毒品', '美国', '剧情', '美国电影', 'Cult', '人性', '2000']",36331,767,23,158
小萝莉的猴神大叔,https://movie.douban.com/subject/26393561/,8.5,217800人评价,205,['卡比尔·汗'],"['卡比尔·汗', '维杰耶德拉·普拉萨德']","['萨尔曼·汗', '哈莎莉·马洛特拉', '卡琳娜·卡普尔', '纳瓦祖丁·席迪圭', '欧姆·普瑞', '梅·维贾', '席尔帕.舒克拉', '拉什·沙玛', '沙拉蒂·瑟斯纳', '阿图·斯里瓦斯塔瓦', '阿德南·萨米', '马诺·巴克什']","['剧情', '喜剧', '动作']", 印度, 印地语 / 乌尔都语,"['2018', '2015']","['中国大陆', '印度']",159,"['42.8%', '40.5%', '14.7%', '1.6%', '0.4%']","['96% 喜剧片', '90% 剧情片']",276360,62035,"['印度', '温情', '宗教', '感动', '人性', '感人', '喜剧', '剧情']",67704,1964,52,201
再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,8.5,211431人评价,206,['约翰·卡尼'],['约翰·卡尼'],"['凯拉·奈特莉', '马克·鲁弗洛', '亚当·莱文', '詹姆斯·柯登', '海莉·斯坦菲尔德', '凯瑟琳·基纳', '茅斯·达夫', '罗伯·莫洛', '伊恩·布罗茨基', '香农·沃尔什', '大卫·埃伯利斯', '马科·阿桑特', '玛丽·凯瑟琳·歌瑞森', '詹·雅各布', '席洛·格林', '詹妮弗·李·杰克逊', '特里·刘易斯', '吉米·帕伦博', '西蒙·德兰尼', '丹妮尔·布里瑟布瓦', '基恩·鲁弗洛', '尼古拉斯·丹尼尔·冈萨雷斯', '麦迪·科尔曼', '阿雅·卡什', '大卫·彭德尔顿', '保罗·罗梅罗', '安德鲁·塞伦', '凯伦·皮特曼', '罗恩·沃斯']","['喜剧', '爱情', '音乐']", 美国, 英语,"['2015', '2013', '2014']","['中国大陆', '多伦多电影节', '美国']",104,"['41.9%', '43.6%', '13.3%', '1.0%', '0.2%']","['90% 音乐片', '95% 爱情片']",264113,118332,"['音乐', '文艺', '美国', '爱情', '浪漫', '温情', '剧情', '人生']",60549,1036,116,53
步履不停,https://movie.douban.com/subject/2222996/,8.8,112052人评价,207,['是枝裕和'],['是枝裕和'],"['阿部宽', '夏川结衣', '江原由希子', '高桥和也', '田中祥平', '野本萤', '林凌雅', '寺岛进', '加藤治子', '树木希林', '原田芳雄']","['剧情', '家庭']", 日本, 日语,['2008'],['日本'],115,"['50.3%', '40.8%', '8.1%', '0.6%', '0.2%']","['96% 家庭片', '96% 剧情片']",147505,130177,"['日本', '家庭', '亲情', '温情', '人生', '文艺', '2008', '剧情']",34284,917,24,86
新龙门客栈,https://movie.douban.com/subject/1292287/,8.5,223932人评价,208,['李惠民'],"['徐克', '张炭', '吕晓禾', '司徒慧焯', '何冀平', '苏叔阳']","['张曼玉', '林青霞', '梁家辉', '甄子丹', '熊欣欣', '刘洵', '任世官', '吴启华', '袁祥仁', '徐锦江', '郑希怡', '王彤川', '王伟顺', '蔡浩']","['剧情', '动作', '武侠', '古装']", 香港 / 中国大陆, 汉语普通话 / 粤语,"['2012', '1992']","['中国大陆', '香港']",88,"['40.0%', '46.4%', '12.8%', '0.7%', '0.1%']","['98% 武侠片', '97% 动作片']",328077,31734,"['武侠', '香港电影', '经典', '动作', '古装', '1992', '爱情', '剧情']",27123,339,16,82
源代码,https://movie.douban.com/subject/3075287/,8.4,468888人评价,209,['邓肯·琼斯'],['本·雷普利'],"['杰克·吉伦哈尔', '维拉·法米加', '米歇尔·莫纳汉', '杰弗里·怀特', '拉塞尔·皮特斯', '詹姆斯·A·伍兹', '迈克尔·阿登', '乔·柯布登 ', '卡斯·安瓦尔']","['科幻', '悬疑', '惊悚']", 美国 / 加拿大, 英语,"['2011', '2011', '2011']","['中国大陆', '西南偏南电影节', '美国']",93,"['35.1%', '49.4%', '14.6%', '0.8%', '0.1%']","['95% 科幻片', '95% 悬疑片']",620143,78394,"['科幻', '美国', '悬疑', '剧情', '人性', '2011', '动作', '惊悚']",99541,2305,40,369
终结者2：审判日,https://movie.douban.com/subject/1291844/,8.6,169520人评价,210,['詹姆斯·卡梅隆'],"['詹姆斯·卡梅隆', '小威廉·威谢尔']","['阿诺·施瓦辛格', '琳达·汉密尔顿', '爱德华·福隆', '罗伯特·帕特里克', '阿尔·伯恩', '乔·莫顿', '埃帕莎·默克森', '卡斯图罗·格雷拉', '丹尼·库克塞', '詹妮特·戈德斯坦恩', '山德·贝克利', '莱思莉·汉密尔顿·格伦']","['动作', '科幻']", 美国 / 法国, 英语 / 西班牙语,"['1991', '2017']","['美国', '柏林电影节 3D']",137,"['45.0%', '41.0%', '13.2%', '0.6%', '0.1%']","['96% 科幻片', '98% 动作片']",240989,23190,"['科幻', '施瓦辛格', '动作', '美国', '经典', '终结者', '美国电影', '1991']",16325,187,12,69
东京物语,https://movie.douban.com/subject/1291568/,9.2,62682人评价,211,['小津安二郎'],"['野田高梧', '小津安二郎']","['笠智众', '原节子', '杉村春子', '东山千荣子', '山村聪', '香川京子']","['剧情', '家庭']", 日本, 日语,['1953'],['日本'],136,"['66.4%', '27.7%', '5.3%', '0.4%', '0.3%']","['99% 家庭片', '98% 剧情片']",89532,131182,"['小津安二郎', '日本', '家庭', '日本电影', '经典', '文艺', '1953', '剧情']",17524,627,12,33
初恋这件小事,https://movie.douban.com/subject/4739952/,8.3,549332人评价,212,"['普特鹏·普罗萨卡·那·萨克那卡林', '华森·波克彭']",['普特鹏·普罗萨卡·那·萨克那卡林'],"['平采娜·乐维瑟派布恩', '马里奥·毛瑞尔', '苏达拉·布查蓬', '雅尼卡·桑普蕾舞', '诺特·阿查拉那·阿瑞亚卫考', '皮拉瓦特·赫拉巴特', '普特鹏·普罗萨卡·那·萨克那卡林', '华森·波克彭']","['剧情', '喜剧', '爱情']", 泰国, 泰语 / 印度尼西亚语 / 英语,"['2012', '2010']","['中国大陆', '泰国']",118,"['37.8%', '42.1%', '17.8%', '1.8%', '0.5%']","['93% 爱情片', '93% 喜剧片']",861384,54273,"['爱情', '青春', '泰国', '初恋', '校园', '成长', '少年', '2010']",139510,3875,19,126
疯狂的石头,https://movie.douban.com/subject/1862151/,8.3,384055人评价,213,['宁浩'],"['张承', '宁浩', '优恵']","['郭涛', '刘桦', '连晋', '黄渤', '徐峥', '优恵', '罗兰 ', '王迅']","['喜剧', '犯罪']", 中国大陆 / 香港, 汉语普通话 / 重庆话,"['2006', '2006']","['中国大陆', '香港']",106,"['36.3%', '45.9%', '16.1%', '1.4%', '0.3%']","['93% 喜剧片', '93% 犯罪片']",543692,33734,"['黑色幽默', '喜剧', '宁浩', '疯狂的石头', '搞笑', '中国电影', '大陆', '中国']",44184,681,11,183
城市之光,https://movie.douban.com/subject/1293908/,9.2,55519人评价,214,['查理·卓别林'],"['查理·卓别林', 'Harry Clive', 'Harry Crocker']","['查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼', '珍·哈露']","['剧情', '喜剧', '爱情']", 美国, 英语,"['1931', '1931']","['洛杉矶首映', '美国']",87,"['67.7%', '27.4%', '4.5%', '0.2%', '0.1%']","['99% 喜剧片', '99% 爱情片']",86736,65973,"['卓别林', '喜剧', '默片', '美国', '经典', '黑白', 'CharlesChaplin', '美国电影']",9365,148,2,18
无耻混蛋,https://movie.douban.com/subject/1438652/,8.5,260222人评价,215,['昆汀·塔伦蒂诺'],['昆汀·塔伦蒂诺'],"['布拉德·皮特', '梅拉尼·罗兰', '克里斯托弗·沃尔兹', '伊莱·罗斯', '迈克尔·法斯宾德', '黛安·克鲁格', '丹尼尔·布鲁尔', '蒂尔·施威格', '哥德昂·布克哈德', '雅基·伊多', 'B·J·诺瓦克', '奥玛·杜姆', '奥古斯特·迪赫', '德尼·梅诺谢', '西尔维斯特·格罗特', '蕾雅·赛杜']","['剧情', '犯罪']", 美国 / 德国, 英语 / 德语 / 法语 / 意大利语,['2009'],['德国'],153,"['40.4%', '44.9%', '13.1%', '1.2%', '0.4%']","['90% 剧情片', '96% 犯罪片']",336209,100613,"['黑色幽默', '美国', '二战', '暴力', '战争', '无耻混蛋', '剧情', '2009']",51746,873,36,426
绿里奇迹,https://movie.douban.com/subject/1300374/,8.7,126817人评价,216,['弗兰克·德拉邦特'],"['弗兰克·德拉邦特', '斯蒂芬·金']","['汤姆·汉克斯', '大卫·摩斯', '迈克·克拉克·邓肯', '邦尼·亨特', '詹姆斯·克伦威尔', '迈克尔·杰特', '格雷厄姆·格林', '道格·休切逊', '山姆·洛克威尔', '巴里·佩珀', '杰弗里·德曼', '派翠西娅·克拉克森', '哈利·戴恩·斯坦通', '戴布思·格里尔', '伊芙·布伦特']","['剧情', '悬疑', '犯罪', '奇幻']", 美国, 英语 / 法语,['1999'],['美国'],189,"['49.1%', '38.4%', '11.3%', '1.0%', '0.3%']","['94% 剧情片', '96% 奇幻片']",162432,66041,"['人性', '汤姆·汉克斯', '美国', '监狱', '经典', '剧情', '美国电影', 'Tomhanks']",21831,529,15,111
爱在午夜降临前,https://movie.douban.com/subject/10808442/,8.8,141937人评价,217,['理查德·林克莱特'],"['理查德·林克莱特', '伊桑·霍克', '朱莉·德尔佩']","['伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔', '夏洛特·普里尔']","['剧情', '爱情']", 美国, 英语 / 希腊语 / 法语,['2013'],['美国'],109,"['53.1%', '34.8%', '10.5%', '1.1%', '0.4%']","['97% 爱情片', '96% 剧情片']",188654,154583,"['爱情', '文艺', '美国', '人生', '浪漫', '2013', '温情', '剧情']",40684,1029,31,123
末路狂花,https://movie.douban.com/subject/1291992/,8.7,122804人评价,218,['雷德利·斯科特'],['卡莉·克里'],"['吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '迈克尔·马德森', '布拉德·皮特']","['剧情', '惊悚', '犯罪']", 美国 / 法国, 英语,"['1991', '1991']","['美国', '法国']",130,"['48.5%', '40.3%', '10.3%', '0.7%', '0.2%']","['94% 剧情片', '97% 犯罪片']",160910,83684,"['女性', '公路', '美国', '经典', '美国电影', '剧情', '女权', '1991']",27590,730,23,99
这个男人来自地球,https://movie.douban.com/subject/2300586/,8.5,216076人评价,219,['理查德·沙因克曼'],['杰罗姆·比克斯比'],"['大卫·李·史密斯', '托尼·托德', '约翰·比灵斯列', '安妮卡·彼得森', '阿丽西丝·索普', '威廉姆·卡特', '理查德·里尔', '艾伦·克劳福德', '史蒂文·利特尔', '罗比·布赖恩']","['剧情', '科幻']", 美国, 英语,['2007'],['美国'],87,"['45.7%', '37.0%', '14.2%', '2.2%', '0.9%']","['96% 科幻片', '90% 剧情片']",270960,98236,"['科幻', '美国', '宗教', '有思考价值', '剧情', '这个男人来自地球', '美国电影', '2007']",54552,1667,60,331
秒速5厘米,https://movie.douban.com/subject/2043546/,8.3,360552人评价,220,['新海诚'],['新海诚'],"['水桥研二', '近藤好美 ', '尾上绫华', '花村怜美', '水野理纱']","['剧情', '爱情', '动画']", 日本, 日语,['2007'],['日本'],63,"['41.1%', '37.2%', '18.4%', '2.6%', '0.7%']","['82% 动画片', '93% 爱情片']",503671,107874,"['新海诚', '动画', '日本', '爱情', '青春', '秒速5センチメートル', '日本动画', '秒速5cm']",80849,2656,19,200
勇闯夺命岛,https://movie.douban.com/subject/1292728/,8.6,163851人评价,221,['迈克尔·贝'],"['大卫·韦斯伯格', '道格拉斯·库克']","['肖恩·康纳利', '尼古拉斯·凯奇', '艾德·哈里斯', '约翰·斯宾塞', '大卫·摩斯', '威廉·弗西斯', '迈克尔·比恩', '瓦内萨·马赛尔', '约翰·C·麦金雷', '托尼·托德', '博基姆·伍德拜因', '格雷格·科林斯', '布伦丹·凯利', '史蒂夫·哈里斯', '吉姆·卡维泽']","['动作', '冒险']", 美国, 英语,['1996'],['美国'],136,"['42.9%', '43.8%', '12.4%', '0.7%', '0.1%']","['98% 动作片', '95% 冒险片']",220356,37505,"['动作', '尼古拉斯·凯奇', '肖恩·康纳利', '美国', '经典', '美国电影', 'NicolasCage', '1996']",21575,251,12,86
E.T. 外星人,https://movie.douban.com/subject/1294638/,8.5,183750人评价,222,['史蒂文·斯皮尔伯格'],['梅丽莎·马西森'],"['亨利·托马斯', '迪·沃伦斯', '罗伯特·麦克纳夫顿', '德鲁·巴里摩尔', '彼德·考约特']","['剧情', '科幻']", 美国, 英语,"['1982', '1982']","['戛纳电影节', '美国']",115,"['41.1%', '45.1%', '12.9%', '0.7%', '0.2%']","['96% 科幻片', '90% 剧情片']",279180,52760,"['科幻', '斯皮尔伯格', '经典', '美国', 'ET', '外星人', '美国电影', 'StevenSpielberg']",20373,205,8,43
变脸,https://movie.douban.com/subject/1292659/,8.4,246357人评价,223,['吴宇森'],"['麦克·韦柏', '迈克尔·科拉里']","['约翰·特拉沃尔塔', '尼古拉斯·凯奇', '琼·艾伦', '亚历桑德罗·尼沃拉', '吉娜·格申', '多米尼克·斯万', '尼克·卡萨维茨', '哈威·普雷斯内尔', '科鲁姆·费奥瑞', '约翰·卡洛·林奇', '希·庞德', '罗伯特·维斯多姆', '赵牡丹', '詹姆斯·丹顿', '马特·罗斯', '克里斯·鲍尔', '迈尔斯·杰弗里', '大卫·麦克库利', '托马斯·简', '汤米·弗拉纳根', '达纳·史密斯', '罗密·温莎', '保罗•希普', '柯克·鲍兹', '劳伦·辛克莱尔', '本·里德', '丽莎·博伊尔', '琳达·霍夫曼', '丹尼·马斯特森', '迈克尔·罗查', '麦克·韦柏', '梅根·保罗', '诺姆·卡普顿']","['动作', '科幻', '惊悚', '犯罪']", 美国, 英语 / 拉丁语,['1997'],['美国'],138,"['37.1%', '47.7%', '14.3%', '0.8%', '0.1%']","['97% 动作片', '94% 犯罪片']",346670,47664,"['尼古拉斯·凯奇', '动作', '吴宇森', '美国', '经典', '犯罪', '科幻', '电影']",29708,308,16,81
